"numero","Destino","Atraccion","Comentario","Calificaci�n","A�o"
"2034","Galapagos","Las Grietas","Llegamos por nuestros propios medios, aunque se ofertan en el paquete de todas las agencias, vale la pena y con mucho menor costo el cruzar la bah�a al otro muelle por 0,80 Usd en taxibote. Una caminata por un sendero que te ofrece paisajes, naturaleza y vida silvestre, puentes �",5,2016
"2035","Galapagos","Las Grietas","Tomar un taxi lancha desde el muelle, y que los cruce, no sale mas de $2 por persona y caminar hasta las grietas. Ir bien temprano para estar tranquilos, al medio dia y hasta la tarde se llena de gente.",5,2015
"2036","Galapagos","Las Grietas","Recomiendo esto como visita obligatoria al ir a la isla de Santa Cruz. Para llegar a este sitio hay que caminar bastante y es un camino por la naturaleza, as� que no es un camino uniforme. Es una especia de pasaje de agua dulce y alrededor rocas (como podr�s ver otras fotos aqu� �",5,2015
"2037","Galapagos","Las Grietas","Buen lugar para hacer snorkel. Lo ideal es ir hasta la segunda grieta donde se puede realizar snorkel m�s tranquilo, ya que en la primera hay mucho movimiento y los peces se escapan.",5,2015
"2038","Galapagos","Las Grietas","Caminata corta y divertida. La formacion rocosa es hermosa. Un ppoc dificil el acceso, rocas resbalosas, complicado con ni�os. Llevar snorkel.",5,2015
"2039","Galapagos","Las Grietas","una belleza natural muy bien conservada, vale la pena ir y darse un chapuz�n. El agua es transparente y lind�sima.",5,2015
"2040","Galapagos","Las Grietas","Las grietas es una entrada de agua de mar en una ancha grieta entre dos rocas, ideal para ba�arse o tomar fotos. Para llegar: 1. Tomar el taxi acu�tico a Las Grietas 2. Andar hasta las Grietas, pasando por la bella playa de los alemanes 3. Recordar que el parque de Las Grietas �",5,2015
"2041","Galapagos","Las Grietas","Hermoso paisaje, muy interesante hacer snorkeling se ven muchos peces y colores. Recomendable llevar aletas para los no expertos en nataci�n. Y zapato de agua ya que la piedra volc�nica lastima los pies. El agua es fr�a.",5,2015
"2042","Galapagos","Las Grietas","A mi junto con Tortuga Bay es lo que mas me gust� ( obviamente sacando las tortugas gigantes en el chato). Desde el muelle tomas una lancha por 80 centvos de dolar y cruzas con destino playa los alemanes. De donde te dejan hay un sendero que te lleva a las grietas. Es �",5,2015
"2043","Galapagos","Las Grietas","No hay nada m�s bonito como las cosas naturales que nos da la vida y el planeta... entre ellos este sitio muy r�stico y a su vez paradis�aco para pasar. Aunque el agua es fria, es un lindo lugar para nadar y pasar un buen momento.",5,2015
"2044","Galapagos","Las Grietas","Cerca de Puerto Ayora, se puede ir por libre, llegas con un taxi acu�tico (0,80) desde el puerto y un paseo por un camino se�alizado, un lugar muy especial, donde puedes ba�arte y hacer snorkel!",5,2015
"2045","Galapagos","Las Grietas","Es un exelente sitio de visita, el agua es helada todo el tiempo al medio dias bello nadar por el sol que te pega de frente en el abra",5,2015
"2046","Galapagos","Las Grietas","Saliendo del muelle de Santa Cruz, a unos 2 minutos en taxi-bote (0,8 centavos de dolar), te cruzan para comenzar una caminata de un sendero de unos 5 minutos, llegas a la playa de los Alemanes, sigues el sendero y luego de unos 20 minutos pasando por bellos paisajes de �",5,2015
"2047","Galapagos","Las Grietas","hacer snorkel entre las grietas de origen volcanico, bucear entre sus tuneles! Puedes hacer lo por tu cuenta solo debes tomarte un taxi boat que te cruce. Excelente!",5,2015
"2048","Galapagos","Las Grietas","Es posible tomar un bote en pto Ayora, de ah� caminas por la playa de los Alemanes, as� es m�s econ�mico. Se recomienda que vayan cuando este soleado, medio d�a puede ser, ya que el agua es fr�a, y si te tocan los rayos solares, puedes ver el fondo; es un sitio espectacular.",5,2015
"2049","Galapagos","Las Grietas","El lugar es hermoso, solo te dejan estar un rato porque el lugar es chico y se junta mucha gente. El agua es un poco fria pero vale la pena. Recomiendo ir temprano para evitar tanta gente.",5,2015
"2050","Galapagos","Las Grietas","Fuimos con mi esposa y mi hija como parte del tour de Bah�a desde Puerto Ayora, el camino es un poco largo y escarpado, ya en el sitio hay dos opciones de descenso al agua, en ambos casos no es sencillo acceder, el agua tiene sabor salado soportable y es bastante fr�a, pero con �",5,2015
"2051","Galapagos","Las Grietas","luego de una larga caminata se desciende hacia las grietas donde se puede ba�ar un rato es agua salobre.",5,2014
"2052","Galapagos","Las Grietas","Lindo para snorket y nadar.. se puede observar pescados, la fauna marina es linda... es muy profundo...",5,2015
"2053","Galapagos","Las Grietas","Bonito lugar, de lo mejor de Santa cruz, hay que caminar unos diez minutos con sol pero vale la pena.. es profundo.. ir con cuidado si no sabes nadar. Maravilloso el mundo marino por debajo, hacer snorkel obligado. Para llegar se toma un bote en el muelle de santa cruz por $1 de �",5,2015
"2054","Galapagos","Las Grietas","Esta muy bueno!! Hay que ir temprano, ya que despues se llena de gente. Se ven varios peces. Llevar Snorkel y repelente de mosquitos.",5,2015
"2055","Galapagos","Las Grietas","Muy recomendable, no te puedes ir de Santa Cruz sin hacer este tour totalmente gratuito! Se accede en taxi bote x 50 centabos, despues una peke�a caminata, pasando xla playa de los alemanes, y finalmente ese ba�o dnd veras pez loro entre otras variedades de peces.",5,2015
"2056","Galapagos","Las Grietas","Las Grietas es una piscina natural de agua salobre donde se puede nadar y hacer snorkel, para llegar hay que tomar un taxi acu�tico en puerto Ayora que cuesta 1 d�lar y te deja en la entrada del sendero, hay que caminar unos 20 minutos. En la entrada se hace el registro y �",5,2015
"2057","Galapagos","Las Grietas","un hermoso paseo altamente recomendable con dos vistas maravillosas la grieta desde el agua increible y la grieta desde lo alto maravillosa visitala no se puede explicar",5,2015
"2058","Galapagos","Las Grietas","Un lugar m�gico parte desde que tomas un taxi acu�tico por menos de un d�lar el que te lleva a comenzar la caminata para llegar a Las Grietas, pasas por una playa genial que se llama los Alemanes, continuas el sendero, hasta llegar a las Grietas un lugar precioso. Puedes nadar �",5,2015
"2059","Galapagos","Las Grietas","Se debe caminar desde la Playa de los Alemanes. Hacer snorkel en Las Grietas es hermoso, pues se ven muchos tipos de peces y otras especies junto a las rocas. La sensaci�n es muy buena!",5,2015
"2060","Galapagos","Las Grietas","El Garrapatero, no se a quien se le ocurri� dar este nombre a un lugar tan paradis�aco, una playa de dos kil�metros totalmente blanca. Nosotros lo hicimos en bicicleta saliendo desde la Hoster�a Zurisadai en Puerto Ayora, son 38 Kms de ida y otro tanto de vuelta, un paseo �",5,2015
"2061","Galapagos","Las Grietas","Fuimos a las grietas con el Tour q tomamos (Tour Bah�a) y la verdad nos falt� tiempo. El lugar es lindo y ya cuenta con un muelle, en la �poca q fuimos s�lo estaban las piedras y era un poco inc�modo. Una experiencia recomendada. Para llegar caminas por un sendero por aprox �",5,2014
"2062","Galapagos","Las Grietas","Si te gusta meterte a nadar en zonas exoticas este es un lugar �nico en medio de grietas naturales donde el agua se va metiendo, puedes nadar tranquilamente y a su vez hacer snorkel. NO APTO PARA PERSONAS FRIOLENTAS. (debe ser por las piedras y el poco espacio de luz solar que �",5,2015
"2063","Galapagos","Las Grietas","Es un lugar maravilloso para ir a nadar y hacer snorkel adem�s de ser un paisaje muy bonito. Mucha gente contrata un tour para visitarlo pero yo les recomiendo ir caminando por su cuenta, est� muy cerca del centro de Puerto Ayora y puedes ir a nadar y bucear tranquilamente sin �",5,2014
"2064","Galapagos","Las Grietas","Un lugar sobrecogedor donde ba�arse. Se puede visitar sin necesidad de contratar un tour. Saliendo del puerto de turistas en lancha taxi por 80 c�ntimos de d�lar. Luego caminata de media hora pasando por la playa de los alemanes. En los alrededores de las grietas hay un camino �",5,2015
"2065","Galapagos","Las Grietas","Las grietas es una hermosa piscina natural generada por la actividad volc�nica. Se puede llegar a ella luego de una corta caminata de unos 40 minutos desde la costa en frente de Puerto Ayoras. Para ello puedes tomar un taxi con un valor de 0,80 d�lares, Se puede nadar, hacer �",5,2015
"2066","Galapagos","Las Grietas","Un lugar �nico, agua cristalina, peces de colores grandes rocas, llevar equipo, si no saben nadar hay una persona que alquila salvavidas, ideal c�maras bajo el agua, caminata de 20 minutos de baja pendiente, abierto hasta las 5h00 pm",5,2015
"2067","Galapagos","Las Grietas","Es un sitio fabuloso en los que puedes disfrutar de un ba�o en sus transparentes aguas, adem�s de practicar saltos desde distintas alturas, quienes conocen m�s del sitio pueden bucear entre las rocas y salir por distintos lugares.",5,2014
"2068","Galapagos","Las Grietas","Es muy lindo lugar, adem�s muy bueno hacer snorkeling en este lugar tan particular, se ven diferentes especies de peces, algunos de buen tama�o. Tener precauci�n de meterse con remera t�rmica, ya que como hay mucha sombra el agua est� bastante fresca.",5,2015
"2069","Galapagos","Las Grietas","Es una lugar hermoso para hacer snorkel y est� situado cerca de Puerto Ayora. Se llega desde la ciudad en un taxi acu�tico via playa de los Alemanes y luego se camina unos 15 minutos. Alli mismo te alquilan el equipamiento para hacer snorkel. Imperdible...",5,2015
"2070","Galapagos","Las Grietas","Uno de mis lugares favoritos de la isla santa cruz. Es un lugar espectacular para toda la familia, un paraiso",5,2015
"2071","Galapagos","Las Grietas","Lugar m�gico para maravillarte de las formaciones rocosas que engendraron Gal�pagos. Prohibido ya lanzarse desde las partes mas altas (realmente es un peligro no solo para el que se lanza sino tambi�n para los buzos bajo del agua).",5,2014
"2072","Galapagos","Las Grietas","Desde el muelle de puerto ayora en taxi acu�tico se llega a la playa de los alemanes. Una caminata ligera para llegar all� una grieta con muchos peces muy cristalina, ligeramente m�s fr�o que el resto de la isla. Yo pude ver una morena impactante! Lo �nico malo es que al bajar �",5,2015
"2073","Galapagos","Las Grietas","Nosotros llegamos ah� haciendo el tour de Bah�a saltar y hacer un clavado desde lo alto es una gran experiencia!, espero todos puedan llegar :)...",5,2014
"2074","Galapagos","Las Grietas","para nadar o hacer snorkel. El agua esta un poco fria. Renta de salvavidas y snorkel. paisaje increible",5,2015
"2075","Galapagos","Las Grietas","Yo estuve dos veces cuando era ni�a.... es un lugar hermoso.... y muy escondido que cuando llegas es admirable..... con este para�so puedo decir que LINDO ES MI ECUADOR!!! En su estado m�s puro",5,2015
"2076","Galapagos","Las Grietas","Es un lugar hermoso, y el trayecto hasta llegar es una muy grande aventura, principalmente por el lodo y todo los tipos de animales que se pueden ver! Fascinante!",5,2015
"2077","Galapagos","Las Grietas","Las grietas son mi parte favorita de visitar galapagos.. es perfecto para ir en familia,a migos, pareja y hasta solo... el agua es transparente y deliciosa, se puede hacer snorkling, relajarse un rato o hasta aventurarse a lanzarse desde la parte mas alta o de puntos menos �",5,2014
"2078","Galapagos","Las Grietas","Un lugar �nico, entretenido y hermoso. Excelente para pasar la tarde haciendo snorkel y disfrutando el paisaje. Para algunos el agua es muy fr�a, si la comparas con el resto de las playas lo es, pero hace mucho calor y se vuelve agradable.",5,2015
"2079","Galapagos","Las Grietas","Tras las �ltimas reformas, las Grietas se ha convertido en un excelente lugar de visita. Lleve agua en abundancia y prep�rese para una caminata entre los bosques de opuntia y palo santo, donde se pueden observar pinzones y aves marinas. El sendero est� en buenas condiciones y �",5,2015
"2080","Galapagos","Las Grietas","Para llegar nos tomamos un barquito local en el muelle del puerto de Santa Cruz y en 5 minutos de navegaci�n, estamos listos para caminar unos pares de cientos de metros hasta llegar.... Bien vale la pena conocer este lugar. Si bien no nos tiramos un poco por temor y otro poco �",5,2014
"2081","Galapagos","Las Grietas","Muy hermoso lugar. Se puede hacer snorkelling y ver algunos peces de colores...no es el mejor lugar en Galapagos para esto, pero toda la excursi�n es muy agradable, barquito, caminata, snorkell...vale la pena!",5,2015
"2082","Galapagos","Las Grietas","Nadamos por entre dos formaciones rocosas muy altas, en agua cristalina. Ese d�a llovia, pero hacia calor asi que igual pudimos disfrutar.Realmente espectacular!!!",5,2015
"2083","Galapagos","Las Grietas","Nadar en ese r�o es cansador pero vale la pena, No olviden llevar snorkel, El agua est� fr�a pero es una experiencia que debe realizarse",5,2015
"2084","Galapagos","Las Grietas","Hay que caminar una media hora, mientras tanto se disfruta del paisaje y las aves. Se puede nadar en las grietas.",5,2015
"2085","Galapagos","Las Grietas","es increible nadar en aguas profundas rodeado de paredes, para los que estamos sin estado fisico se recomienda un salvavidas porque no se hace pie y es dificil agarrarse de las paredes",5,2014
"2086","Galapagos","Las Grietas","Un lugar donde se puede observar tortugas Gal�pagos , son inofensivas y podemos verlas en su h�bitat natural, se pude tomar fotos pero sin flash OJO, tambi�n hay una tienda para comprar recuerdos",5,2015
"2087","Galapagos","Las Grietas","Llegar a la grieta es un peque�o oasis, agua dulce en una isla y la profundidas y color de la misma, es una maravilla, el unico detalle es que esta fria el agua, no terrible, pero fria.",5,2014
"2088","Galapagos","Las Grietas","ba�arse en la grietas es medicinal para mi, la frescura del agua, sumergirse hasta donde puedas y verte atrapado por un mundo de sue�os.",5,2015
"2089","Galapagos","Las Grietas","La claridad del agua, la paz, la cantidad de peces, es un lugar hermoso y se puede acceder f�cilmente sin ning�n costo. Depende el horario esta bastante lleno de gente.",5,2015
"2090","Galapagos","Las Grietas","No hay mucho que se puede explicar es simplemente espectacular, fui 2 veces durante mi estad�a en gal�pagos por que realmente me pareci� de lo mejor que he visto,",5,2015
"2091","Galapagos","Las Grietas","Agua cristalina 100% fresca e ideal para meterse luego de una caminata bajo el sol y las altas temperaturas de galapagos. No es playa. Es una pileta natural entre rocas. Recomendable. Se puede cruzar en taxi en el puerto.",5,2015
"2092","Galapagos","Las Grietas","El lugar es hermoso, despu�s de un caluroso camino no hay mejor chapuz�n. La experiencia es impresionante cuando pasas por medio del lugar y no alcanzas a ver el fondo. No puedes irte sin conocer este lugar. Saludos y disfr�talo",5,2014
"2093","Galapagos","Las Grietas","Llevar lo necesario ya que no hay lugar para dejar las cosas. Agua m�s frIa que en el mar. Conviene llevar zapatillas agua si se tienen pero no es estrictamente necesario",5,2015
"2094","Galapagos","Las Grietas","Con una corta caminata se llega a las grietas, ahora hay unas escalinatas de madera para bajar. El agua es transparente se puede ver el fondo rocoso. Es necesario saber nadar para poder ba�arse en las grietas.",5,2015
"2095","Galapagos","Las Grietas","Un lindo lugar que no puedes dejar de visitar. Una grieta impresionante y el agua azul preciosa, aunque un poco fr�a.",5,2015
"2096","Galapagos","Las Grietas","si van a Galapagos, deben conocer este hermoso lugar!! sin duda, un paraiso. Les recomiendo ir con ropa comoda, zapatos deportivos ya que la caminata es extensa.",5,2014
"2097","Galapagos","Las Grietas","El lugar es precioso y bucear en agua totalmente transparente. Los rayos del sol se ven refractados debajo del agua. Incre�ble",5,2015
"2098","Galapagos","Las Grietas","Una grieta rocosa muy larga y angosta donde se filtra agua de mar y se mezcla con agua de lluvia. Paisaje bell�simo y extra�o. Visibilidad del agua cristalina, una parece estar suspendido en el aire, agua muy azul, se ven bastantes peces. Ideal para hacer snorkel y nadar. �",5,2015
"2099","Galapagos","Las Grietas","Uno de los lugares mas incre�bles de la isla. Nos es f�cil llegar ya que el camino sin reparo de sombra lo hace arduo pero vale la pena. Imprescindible llevar zapatillas de agua o calzado apto que no resbale ya que el acceso para meterse al agua es por rocas que queman y pueden �",5,2014
"2100","Galapagos","Las Grietas","Un lugar realmente encantador. Ademas el sendero ha sido renovado y queda realmente un belleza. Muy agradable y muy accesible.",5,2015
"2101","Galapagos","Las Grietas","Se trata de un r�o -sin corriente- que va entre dos precipicios rocosos. El agua es muy fr�a y pura y es un buen lugar para hacer snorkel -hay muchos peces extra�os- y saltar de los bordes de piedra.",5,2014
"2102","Galapagos","Las Grietas","Nadar a lo largo de las grietas (se alquilan flotadores en la orilla por u$s 4 para quien quiera tener mayor seguridad) es una experiencia fascinante y �nica. Entre las grietas hay que atravesar algunas piedras pero con cuidado se puede hacer sin problemas y luego solo queda �",5,2015
"2103","Galapagos","Las Grietas","En medio de riscos se encuentra esta laguna de agua salada sobre la que logran entrar unos cuantos rayos del sol. El lugar es paradis�aco y ba�arse en sus aguas es un placer. Se llega desde la playa de los alemanes caminando por un sendero durante 15 minutos. Hab�a ido antes y �",5,2015
"2104","Galapagos","Las Grietas","Vale la pena visitar las Grietas!!! Disfrutas mucho el camino para llegar y el lugar es increible.. Muy bien cuidado por el gobierno ecuatoriano.",5,2015
"2105","Galapagos","Las Grietas","Es una caminata de unos 25 minutos pero al llegar vale la pena, es un peque�o lago formado de agua de mar entre dos paredes de rocas altisimas, ves para arriba y solo ves paredes de roca, el agua es transparente y est� llena de peces, llevar gafas y tubo de snorkel!",5,2014
"2106","Galapagos","Las Grietas","Para llegar hay que caminar bastante por muchas rocas. Pero es divertido. Llevar calzado acuatico comodo, no ojotas. Cuando llegas te sorprendes. El agua es muy clara y se ven muchos peces muy grandes. Hay gente que se tira de arriba son como 6 metros. Yo no me anime. Me tire �",5,2014
"2107","Galapagos","Las Grietas","llegamos a Las Grietas en una lancha para 12 personas quienes partimos del muelle de Puerto Ayora en una recorrida por la Bah�a.Por supuesto la presencia de las aves,el snorkel y las ense�anza de nuestro guardaparques.",5,2014
"2108","Galapagos","Las Grietas","Aguas profundas y cristalinas entre paredes de roca desde las que se puede saltar. No se divisas el fondo de lo profundo y el agua no puede ser m�s n�tida. Ideal para nadar y tomar el sol sobre las rocas. La caminata hasta el lugar es muy bonita y f�cil.",5,2014
"2109","Galapagos","Las Grietas","Las grietas est�n inalcanzables: est�n acondicionando el camino y por tres meses no se pueden alcanzar. (Han tranxcurrido los tres meses y todav�a har�n falta, por lo que vimos, bastantes m�s). A nosotros nos dijeron unos amigos que el fin de semana como no trabajan los obreros �",5,2014
"2110","Galapagos","Las Grietas","Un lugar excelente para el snorkel y con agua semidulce con gran cantidad de fauna marina. Vale la pena hacer el camino hasta all�.",5,2014
"2111","Galapagos","Las Grietas","Un lugar super chevere para nadar en medio de las grietas.. El agua es bastante fria pero relaja full.",5,2014
"2112","Galapagos","Las Grietas","Pod�s ir desde el muelle de las lanchas tomando una lancha taxi hasta el hotel de Los Alemanes ( por menos de 2dolares). De ahi seguis el sendero marcado, a 20 mins de caminata tranquila llegas a las rocas desde las cuales se accede a la Grieta que es un lugar impresionante para �",5,2014
"2113","Galapagos","Las Grietas","Lugar salobre, donde el agua de mar se mezcla con un brazo de agua dulce, lleva una m�scara y nada entre dos paredes de piedra volc�nica, incluso puedes trepar y tirarte desde una. Tomas un taxi acu�tico en el muelle, luego caminas pasando por la Playa de los Alemanes hasta Las �",5,2014
"2114","Galapagos","Las Grietas","Una buena excursion para hacer medio dia. Llevar un buen calzado que pueda mojarse. Las excursiones conviene contratarlas directamente en el puerto ya que son mas baratas porque tienen que llenar los botes",5,2014
"2115","Galapagos","Las Grietas","Es s�per importante llevar tu equipo de snorkel, es muy rico nadar en sus aguas. Es una visita que puedes hacer sin tomar el Tour de la bah�a, que para m� fue una perdida de dinero. Despu� puedes descansar en la Playa de los Alemanes",5,2014
"2116","Galapagos","Las Grietas","Me gusto que es como si en alg�n momento estuvieras en una pel�cula hay unas piedras enormes y tu te sientes tan peque�o y el agua el cristalina y puedes ver por debajo del agua te puedes hacer un clavado esta genial y lo malo debo decir que hay mucha gente.",5,2014
"2117","Galapagos","Las Grietas","muy buen paseo...al principio parece medio arido y feo, pero cuando llegas , hay una laguna de agua oscura , pero muy transparente..es salobre, pero llena de peces....lleguen al fondo, y pasen sobre las rocas...hay otra laguna mas grande y con mucha mas vida...llevar vianda y te �",5,2014
"2118","Galapagos","Las Grietas","Es un lugar espectacular de mis preferidos en Puerto Ayora, si es cierto que a veces hay mucha gente, pero eso es solo los fines de semana! entre semana esta mas bien desolad. Pero despues de la caminata para llegar alla que rico que es sumergirse en sus aguas cristalinas ver �",5,2013
"2119","Galapagos","Las Grietas","Un lugar para conocer por la belleza de los paisajes naturales, Un poco complicado para turistas con movilidad reducida, pero igualmente se puede contemplar y disfrutar en parte. Para ingresar calzado y ropa deportiva, poco equipaje y mucho cuidado de no resbalar,",5,2014
"2120","Galapagos","Las Grietas","Muy Lindo para saltar desde las piedras y apreciar el sol entrando por las grietas... Hay algunos pocos pecces, pero el color del agua es impresionante.... Llevar snorkel si o si...!!!",5,2014
"2121","Galapagos","Las Grietas","Si bien es medio dificil para entrar y salir de las grietas (son dos seguidas) una vez adentro es el lugar ideal para hacer snorkel (mejor la segunda incluso que la primera). Llenas de peces enormes las grietas son una especie de pileta larga y fina, natural, formada por agua de �",5,2014
"2122","Galapagos","Las Grietas","Las Grietas son parte de una fractura volcanica. En ellas se mezclan agua de mar y agua de lluvia, creandose un ecosistema salobre de agua HELADA, ideal para refrescarse despues de la caminata. Es recomendable ir con zapatos comodos y no llevar muchas cosas, ya que el espacio es �",5,2014
"2123","Galapagos","Las Grietas","Caminata de aproximadamente unos 30 minutos. Debes tomar un taxi-bote que te costar� $1.20 ida y vuelta por persona (pagas 60 centavos cada vez). Lleva zapatos cerrados puesto que debes caminar sobre rocas en algunas partes del sendero. Lleva suficiente agua...aunque puedes �",5,2014
"2124","Galapagos","Las Grietas","Es un lugar magico! con 10mts de profundidad donde el agua al ser transparente se ve el suelo! lleno de peces. Increible!!!!",5,2014
"2125","Galapagos","Las Grietas","En la isla es una de las excursiones que puedes hacer solo. Tiene s que ir con un buen calzado t trata de llevar pocas cosas pues no hay mucho lugar para dejarlas. Son grietas de unos 15m y en el fondo agua de mar que queda atrapada al bajar la marea, muy tranquilo, muy buen �",5,2014
"2126","Galapagos","Las Grietas","Son aguas cristalinas y no tan saladas como el mar, eso si el agua est� m�s fr�a. El acceso es un poco complicado ya que bajas entre las piedras y no sabes donde dejar tus cosas para que no se caigan en alguna grieta. Pero como es profundo y te podes trepar por las rocas podes �",5,2014
"2127","Galapagos","Las Grietas","Por el camino se accede a una de las grietas, el agua es sumamente cristalina y tiene varias piedras para hacer clavados de diferentes alturas. Pero muy pocos peces, no m�s de 10 o 15. Pero pasando unas piedras (sumamente peligrosas, res baladizas, mopvedizas y afiladas como �",5,2014
"2128","Galapagos","Las Grietas","Si tienes s�lo un d�a en Santa CRuz, te dir�a que mejor vayas a Tortuga Bay, te quedes en la Playa de Los Alemanes o vayas a Playa Garrapatero, pero si tienes tiempo, vale la pena. Es un lugar raro, poco com�n. Para llegar no es para nada necesario contratar un tour, puedes �",5,2014
"2129","Galapagos","Las Grietas","Increible lugar, situada en una playa privada, cuya familia es de origen alem�n. Digno lugar para quienes gustan de las aventuras. Luego de recorrer largos senderos, se accede a Las Grietas, grieta natural de unos 20 metros de alto y 12 metros de profundidad. En este lugar se �",5,2014
"2130","Galapagos","Las Grietas","Una experiencia hermosa nadar en una grieta de unos 50 metros de largo por 5 de ancho y 20 de profundidad, con uno que otro pescadito. Pero sobre todo las tonalidades del color del agua, que cambia segun la profundidad de la grieta. Y para los valientes, pueden lanzarse desde �",5,2013
"2131","Galapagos","Las Grietas","A las grietas se accede por un camino que puede tener dificultades para ciertas personas, pero con un buen par de zapatillas est� bien. Las grietas es un lugar �nico, est�n llenas de agua semisalada porque el agua dulce se va depositando a traves de las rocas y a su vez se �",5,2013
"2132","Galapagos","Las Grietas","El salto es sensacional, hay que tener cuidado SI, pero las grietas, el paisaje, el cruce en bote. Un lugar para relajarse.",5,2013
"2133","Galapagos","Las Grietas","hice snorkel, peces y corales de colores, MARAVILLOSOOO!! el camino es entre piedras, no es costoso. super recomendable, ME ENCANTO!!! quiero volver.",5,2013
"2134","Galapagos","Las Grietas","La sensaci�n de caminar sobre piso volc�nico totalmente agreste durante el trayecto que conduce a este lugar y luego encontrar estos muros verticales de grandes rocas que cobijan una maravillosa piscina natural con agua totalmente cristalina y tranquila logran que esta �",5,2013
"2135","Galapagos","Las Grietas","Es un paseo muy chevere... el sendero puede llegar a ser un poco complicado para personas que no les guste caminar por lugares irregulares, pero se tiene un recorrido con un paisaje bonito para terminar en unas hermosas grietas en donde se puede disfrutar un buen ba�o en agua �",5,2012
"2136","Galapagos","Las Grietas","Las Grietas- Gal�pagos / Ecuador. Este lugar est� lleno de una energ�a incre�ble; estar en contacto directo con la naturaleza revitaliza el esp�ritu en todo su esplendor.",5,2013
"2137","Galapagos","Las Grietas","Es un poco complicado llegar hasta all� caminando, el suelo es muy rocoso, volc�nico y el camino es un poco intrincado. Una vez que lleg�s hay que bajar por una escalera un poco r�stica y luego a pie entre las rocas hasta el agua, no es muy c�modo pero el chapuz�n vale la pena. �",5,2013
"2138","Galapagos","Las Grietas","Les cuento que estuve en octubre de 2010 en este lugar hermoso y de vago no escribi nada ahora me llega un mail de Tripadvisor ""piscinas naturales"" y cuando veo la foto el hermoso recuerdo de este lugar me obliga a contarles que en su visita a Galapagos no falten a este lugar, �",5,2012
"2139","Galapagos","Las Grietas","Fuimos con mi pareja a Islas Galapagos y entre los tour hab�a uno por la bah�a y en el cual pasaba por Las Grietas. El poz�n es por la filtraci�n de agua que llega hasta ese lugar, nad� con snorkel y a pesar que el d�a estaba nublado, se ve la profundidad, las paredes rocosas �",5,2012
"2140","Galapagos","Las Grietas","Muy buen lugar. Escondido. El preferido de los jovenes con mucha adrenalina. Vale la pena llegar ahi despues de pasar por la playa de los Alemanes",5,2013
"2141","Galapagos","Las Grietas","luego de una caminata sobre piedras volcanicas ( ir de zapatillas), se llegan a este lugar donde se junta agua de mar con agua de lluvia. Es muy bonito, se puede nadar o hacer clavados en el agua!!!!!",5,2013
"2142","Galapagos","Las Grietas","Arriesgate a recorrer todas las grietas, al principio uno ve una lagunita y pienza que eso es todo, pero mas alla cruzando las piedras descubres tres estanques mas.",5,2013
"2143","Galapagos","Las Grietas","la llegada hasta las grietas costo... pero creo que eso le suma puntos. vayan con calzado apropiado para caminar y la malla puesta. recomiendo llevar equipo de snorkel, al llegar y uno meterse en el agua es increible el color y la profundidad de esa grieta y nadar con muchos �",5,2013
"2144","Galapagos","Las Grietas","Es un sitio de en sue�o, por favor vayan con tiempo es muy lindo. Nadar hasta el fondo de la grieta es lo m�ximo y para los mas osados pueden saltar desde los lados de las grietas.",5,2013
"2145","Galapagos","Las Grietas","el acceso es un poco complicado, llevar si o si zapato cerrado, al llegar encuentras un lugar hermoso, un canal de aguas azules, rodeada de dos macizos de roca roja, agua mas fria que el mar, pero vale la pena, llevar snorkel y tambien zapatos de goma para meterse al agua para �",5,2013
"2146","Galapagos","Las Grietas","es obligatorio llevar snorkel!!! no ves el fondo y eso impresiona ves grandes peces, es muy bello; no es necesario tomar tour solo un taxi acuatico debes ir si vas a galapagos",5,2013
"2147","Galapagos","Las Grietas","Muy buen lugar. Para llegar hay que caminar por paisajes que parecen de otro mundo, realmente!. La contra es que es un lugar muy concurrido entonces todo el tiempo hay MUCHA gente tanto turistas como gente del lugar, pero vale la pena llegar hasta ahi.",5,2012
"2148","Galapagos","Las Grietas","Conocimos las grietas en el tour de la bahia (30 dolares por persona). El lugar es de dificil acceso, con muchas piedras irregulares, tienes que ir con zapatillas. El agua es cristalina y el snorkel espectacular, asemeja estar en un acuario. Tiene una profundidad de aprox 10 �",5,2012
"2149","Galapagos","Las Grietas","Es un sitio donde puedes nadar,,,la verdad es un poco frio pero vale la pena,,,estas nadando en un recodo de agua semi salada...sonde se puede ver la profundidad del canal y los peces que alli habitan",5,2012
"2150","Galapagos","Las Grietas","muy dificil acceso pero ya es sabido de antemano.....pero no lo cambio por nada del mundo...es un lugar hermoso",5,2012
"2151","Galapagos","Las Grietas","Caminar hasta all� es un poco pesado, hay que ir con zapatos apropiados porque hay piedras volc�nicas. Hay que llevar agua, no hay d�nde comprar, y por su puesto traje de ba�o. Al llegar uno se da cuenta que es un lugar inc�modo, son rocas sobre rocas, grietas, pero es la �",5,2011
"2152","Galapagos","Las Grietas","Ideal para hacer snorkel en una piscina natural que se form� por el ingreso de agua de mar a trav�s de unas grietas. Cientos de peces ingresaron a esta piscina natural x esa grieta cuando eran muy chiquitos y hoy en d�a x el tama�o que alcanzaron no pueden volver a salir y �",5,2011
