"numero","Destino","Atraccion","Comentario","Calificaci�n","A�o"
"11","Cuenca","Parque Nacional Cajas","Lindo lugar para visitar, fotografiar, meditar... tuvimos la bendici�n de parar con buen clima!, recomiendo llevar los abrigos a la mano!",5,2019
"12","Cuenca","Parque Nacional Cajas","Realmente una experiencia inolvidable. La abundancia de agua en el lugar hace de este una joya natural. Recomiendo ir bastante abrigados y predispuestos a ensuciarse.",5,2019
"13","Cuenca","Parque Nacional Cajas","Paseo hermoso, genial ver las nubes por debajo de uno como si estuvieras arriba de un avion, en el camino se pueden ver llamas paseando. Hace bastante frio asi que estar abrigado. El clima es bastante cambiante asi que por ejemplo en un momento puede ponerse a llover y despues �",5,2019
"14","Cuenca","Parque Nacional Cajas","A solo 20 minutos de la ciudad se puede disfrutar de este para�so natural. La vuelta completa a la laguna es aproximadamente de 3KM pero vale la pena hacer el recorrido.",5,2019
"15","Cuenca","Parque Nacional Cajas","Vale la pena conocer este hermoso lugar de Ecuador, por clima, paisajes, fauna, flora, es muy especial.",5,2018
"16","Cuenca","Parque Nacional Cajas","Si te quieres alejar por unas horas del bullicio de la ciudad y eres amante de la naturaleza este es el sitio perfecto. Est� muy organizado y es extremadamente bonito, realic� el trekking m�s corto y me pareci� maravillo poder bordear una de las lagunas del parque. Disfrut� �",5,2018
"17","Cuenca","Parque Nacional Cajas","Hace demasiado frio pero vale la pena jaja por que el paisaje natural es muy agradable y esta bien conservado, no hay basura ni nada. Se pueden tomar buenas fotos, el ecosistema de monta�a fria es muy atractivo y los lagos estan limpios, en fin es un buen lugar para ir de paseo.",5,2019
"18","Cuenca","Parque Nacional Cajas","El Parque Nacional Cajas es un lugar con m�s de 230 lagos. Un paisaje rodeado de lagos y monta�as. El lugar es un p�ramo, por lo que debes llevar abrigo, recomiendo tambi�n orejeras y guantes. No tuve la oportunidad de a acampar, pero lo puedes hacer, eso si, ten cuidado, es �",5,2019
"19","Cuenca","Parque Nacional Cajas","Un lugar lleno de aire puro y vegetaci�n, complementada con la fauna propia del lugar, hacen de este sitio una parada obligatoria en su viaje.",5,2018
"20","Cuenca","Parque Nacional Cajas","Visite El cajas junto a mi novio, ten�a muchas expectativas y hab�a le�do muchas rese�as, pero creo que no hay palabras que le hagan justicia a un espacio tan hermoso. Este parque es supremamente recomendado. Como ya se ha mencionado es una plan que puedes hacer por cuenta �",5,2019
"21","Cuenca","Parque Nacional Cajas","Lugar muy lindo, naturaleza, lagunas, alimentos del sector, muy bonito para visitar.Se puede caminar y respirar aire puro nada de contaminaci�n.",5,2018
"22","Cuenca","Parque Nacional Cajas","Esta a 4000 metros de altura, hay que ir con abrigos. Pero tiene una belleza natural impactante y enclavada en la monta�a existe una hosteria donde venden artesan�as, caf�s quesos etc. Decorada con muy buen gusto.",5,2019
"23","Cuenca","Parque Nacional Cajas","Una experiencia �nica la caminata por los Andes. Una excelente gu�a. Un paseo para hacer con tiempo pues hay que adaptarse a la caminata en la altura.",5,2018
"24","Cuenca","Parque Nacional Cajas","Uno puede ver lindas vistas desde vegetaci�n al ichu que es propio de la altura que uno llega a mas de 4,000 mts, con linda vista hacia las lagunas, tambi�n es camino a Virgen de la Guardiana de la F� aparecida en esta zona",5,2018
"25","Cuenca","Parque Nacional Cajas","Visita el santuario donde se aparec� la Virgen, es un lugar maravilloso lleno de energ�a sublime, no te lo pierdas",5,2018
"26","Cuenca","Parque Nacional Cajas","Aprovechar una granizada o ca�da de nieve (que es muy raro) le da al hermoso paisaje un toque adicional que lo vuelve a�n m�s maravilloso",5,2018
"27","Cuenca","Parque Nacional Cajas","Vale la pena conocer el Parque Nacional Cajas, lugar para hacer trecking en altura. Si deseas subir el Cerro Paraguillas a 4,350msnm para apreciar las lagunas, vale la pena el esfuerzo. Es subir muchas escalinatas en donde se apreciar�n un paisaje espectacular pero es muy �",5,2018
"28","Cuenca","Parque Nacional Cajas","Es un lugar con exuberante belleza que propicia paz espiritual. Se combina con las bajas temperaturas por lo que se recomienda llevar vestuario apropiado para poder disfrutar de los senderos del lugar. De igual manera, tomar un rico chocolate. He visitado el lugar en dos �",5,2018
"29","Cuenca","Parque Nacional Cajas","No sab�a que hab�a un lugar tan incre�ble a pocos kil�metros de Cuenca. Si se visita la ciudad, creo que es un lugar al que merece la pena ir. La entrada es gratuita y hay varias caminatas para llegar a sus diferentes lagunas. La m�s accesible es la laguna Toreadora.",5,2018
"30","Cuenca","Parque Nacional Cajas","Tiene muchas lagunas y son hermosas. Sus paisajes son inigualables. Es una visita imperdible. Se debe ir con ropa abrigada",5,2018
"31","Cuenca","Parque Nacional Cajas","Cerca de Cuenca, es un lugar tur�stico por excelencia, tiene muchas opciones de senderos con diferentes niveles de dificultad. La vegetaci�n no deja de asombrar a lo largo del camino. Hay alta posibilidad de lluvia y neblina, pero con el equipo debido, no debe ser problema.",5,2018
"32","Cuenca","Parque Nacional Cajas","El parque nacional Cajas cuenta con circuitos de lagunas maravillosas, se puede practicar senderismo, en algunas pesca deportiva, y navegaci�n controlada.",5,2018
"33","Cuenca","Parque Nacional Cajas","Me encanto, la laguna, los �rboles de papel, roca para escalar, los servicios b�sicos y artesan�as. Cuentan con informaci�n necesaria y muy buena conservaci�n del parque. Hace falta m�s tiempo o varias visitas para conocer m�s de este hermoso lugar. Pero un d�a alcanza para ver �",5,2018
"34","Cuenca","Parque Nacional Cajas","Uno de los sitios que se deben tener como visita obligatoria si vienes al Ecuador, unos paisajes incre�bles y un clima delicioso, hay que tener precauci�n con la altura pues no a todos les hace muy bien, sin embargo un t� de coca te ayuda bastante. Un sitio que disfruto siempre �",5,2018
"35","Cuenca","Parque Nacional Cajas","Recomiendo ir al Parque Nacional el Cajas, pero es mejor hacerlo con un tour, en determinado momento los caminos se pueden tornar agrestes y siempre es mejor hacerlo con un guia (contratar un tour), ideal para gente que le gusta la aventura",5,2018
"36","Cuenca","Parque Nacional Cajas","El Parque Nacional Cajas es una oportunidad de apreciar la naturaleza en todo su esplendor, es un lugar de protecci�n nacional, debido a que en el parque se encuentran las fuentes h�dricas de la ciudad de Cuenca, es importante para su visita ir con ropa t�rmica mi recomendaci�n �",5,2018
"37","Cuenca","Parque Nacional Cajas","Es un lugar con hermosos paisajes, con gran diversidad de plantas y aves. Hace mucho fr�o por lo que es recomendable llevar ropa abrigada. Se puede acampar en el parque por un m�dico precio.",5,2018
"38","Cuenca","Parque Nacional Cajas","parque nacional ideal para caminar y compartir en familia, las vistas son espectaculares, hay varias rutas o senderos y puedes tomar la ruta que mas te convenga",5,2018
"39","Cuenca","Parque Nacional Cajas","A la altura de los andes, los paisajes de lagunas, monta�as y rocas, le dan al Cajas un ambiente m�gico de historias incre�bles. Ademas la informaci�n del personal del parque es oportuna y uno puede encontrar ademas mucha informaci�n, museo y servicios.",5,2018
"40","Cuenca","Parque Nacional Cajas","Un parque incre�ble que con sus lagunas enamora a cualquiera, ademas con la altura de sus monta�as se logra apreciar una vista incre�ble de todo el parque, no tiene costo al entrar , es gratis ,y lo pueden hacer desde Cuenca o Guayaquil , lo recomiendo de Cuenca ya que se �",5,2018
"41","Cuenca","Parque Nacional Cajas","Impresionante paisaje natural, en el que predominan las peque�as lagunas y cauces de agua. Carreteras en buen estado y guardas que controlan la zona.",5,2018
"42","Cuenca","Parque Nacional Cajas","Habr�a que solicitar que se construyan refugios de carretera ya que es imposible encontrar parking o un arc�n de descanso a lo largo de muchos kil�metros.",5,2018
"43","Cuenca","Parque Nacional Cajas","Posee un ecosistema �nico con lagunas incluidas, est� ubicado en las alturas de la Cordillera Occidental de los Andes , al oeste de la ciudad de Cuenca, en la zona no existe una marcada regularidad del clima; se dan frecuentes heladas y hay presencia permanente de lloviznas y �",5,2017
"44","Cuenca","Parque Nacional Cajas","Maravilloso paisaje y muy buena trucha en Dos Chorreras Recomendable la visita y adem�s se puede hacer actividades de pesca",5,2018
"45","Cuenca","Parque Nacional Cajas","Desde la terminal terrestre de Cuenca parten buses para el PN Cajas. Te deja en el refugio que esta al lado de la laguna la Toreadora. Te inscribes y te cuentan los treking que puedes realizar. Nosotros escogimos la ruta 1. Una caminata de unas 3h y media, a paso tranquilo �",5,2018
"46","Cuenca","Parque Nacional Cajas","Belleza suprema! Tiene senderos para atravesar las monta�as, vistas incre�bles de las lagunas. En julio Es muy fr�o, pero con buenos abrigos se disfruta la magia del lugar. Se avistan llamas y alpacas.",5,2018
"47","Cuenca","Parque Nacional Cajas","Todo excelente, hace fr�o pero el sol de monta�a quema, as� que ir preparados. Es un lugar tranquilo y con lindos paisajes",5,2018
"48","Cuenca","Parque Nacional Cajas","es un lugar donde nos podemos conectar con la naturaleza. Hay animales muy especiales. El aire es 100% puro.",5,2018
"49","Cuenca","Parque Nacional Cajas","Vale la pena la visita. Hay muchos senderos para recorrer el PN. Hace mucho fr�o, est� a 4.000m. Si viajas de Cuenca a Guayaquil o viceversa te queda de paso.",5,2018
"50","Cuenca","Parque Nacional Cajas","Caminar hasta la primera Laguna partiendo de la gruta. Con mi hijo de 6 a�os y mi esposa fue una experiencia y una aventura para todos nosotros. Tirar la ca�a de pescar al lago y disfrutar el paisaje, respirar aire limpio y sus r�os transparentes de verdad que es id�neo para �",5,2018
"51","Cuenca","Parque Nacional Cajas","El �rea es muy grande! Son recorridos de 3, 5 y de 7 horas a trav�s del parque. Hay que ir con zapatos adecuados para ello, abrigados y descansados porque hay mucho que caminar, puedes obtener vistas excelentes a las tantas lagunas que encuentras all�. Hay diferentes entradas, �",5,2017
"52","Cuenca","Parque Nacional Cajas","Un lugar de ensue�o con las nubes por debajo del camino. Lastima que el tiempo no nos ayudo pero igualmente nos pareci� espectacular",5,2018
"53","Cuenca","Parque Nacional Cajas","Es un lugar completamente, hermoso. Se siente estar en la cima del mundo, esta a cuatro mil metros de altura, me parece un sitio m�gico.",5,2018
"54","Cuenca","Parque Nacional Cajas","No dejen de visitarlos hay varios puntos como lagunas y el mirador tres cruces llegas casi a 4 mil metros sobre nivel del mar, anda con buena casaca y te olvidas del fr�o",5,2018
"55","Cuenca","Parque Nacional Cajas","Sitio espectacular! En especial al llegar al sitio donde esta la Virgen del Cajas! En s�lo 15 minutos de estar ah� sucedieron 4 estaciones o tiempos! Fr�o al comienzo, soleado,lluvioso y por �ltimo el Cielo granizado! Algo muy espiritual y hermoso al mismo tiempo!!",5,2018
"56","Cuenca","Parque Nacional Cajas","Queda muy cerca de Cuenca. Es uno de los parques naturales m�s bonitos de Ecuador. Es fr�o y est� lleno de Lagos y cascadas de agua. Hay gu�as especializados que organizan tures a trav�s del parque.",5,2018
"57","Cuenca","Parque Nacional Cajas","El cajas tiene lagunas, paisajes muy bonitos, llamas y una variedad de flora de p�ramo. se puede acceder por veh�culos y en algunos tramos podr�as realizar caminatas prolongadas. debes ir abrigado.",5,2017
"58","Cuenca","Parque Nacional Cajas","Maravilloso... vale la pena la hosteria dos chorreras fuera de serie... El santuario lindo la Laguna de la torera bella",5,2018
"59","Cuenca","Parque Nacional Cajas","En este lugar se encuentra varias lagunas puedes caminar, pescar, acampar, tambi�n hace algo de fri�, un lugar espectacular recomendado",5,2017
"60","Cuenca","Parque Nacional Cajas","El Cajas esta totalmente lleno de energia, de paisajes hermosos, es indescriptible la sensacion al caminar entre sus monta�as. Definitivamente recomendado. Dependiendo de la ruta la persona debe estar mejor preparada fisicamente para poder disfrutar el recorrido, de no estarlo �",5,2018
"61","Cuenca","Parque Nacional Cajas","Un paisaje increible Lleno de lagunas y llamas Vale la pena conocer el parque nacional cajas Muchos acampan en la zona",5,2018
"62","Cuenca","Parque Nacional Cajas","Este Parque es, realmente, un lugar de desconexi�n muy cerca de la ciudad de cuenca, las vistas son incre�bles y cuenta con senderos para todo tipo de visitantes, desde los m�s avezados hasta los m�s principiantes. Cualquiera sea el sendero que se escoge, es una experiencia �",5,2018
"63","Cuenca","Parque Nacional Cajas","Incre�ble lugar, las lagunas, los animales salvajes, la pesca deportiva, el santuario de la virgen. Est�n. Es tan cercano a la ciudad y a la vez tan inh�spito.",5,2018
"64","Cuenca","Parque Nacional Cajas","El Cajas es un parque que est� a unos 20 minutos de la ciudad de Cuenca. El punto m�s alto al que se llega por carretera est� a 4.000 metros sobre el nivel del mar. Tiene unos paisajes maravillosos, sus lagunas son impresionantes y los �rboles de papel son hermosos. Se puede �",5,2017
"65","Cuenca","Parque Nacional Cajas","Uno de los mejores sitios del Ecuador y se puede complementar con la Visita al Santuario de la Guardiana de la Fe. Virgen del Cajas.",5,2018
"66","Cuenca","Parque Nacional Cajas","este lugar es perfecto para pasar con la pareja .............. super reconfortante la vista es �nica por sus hermosos paisajes y su gastronom�a es excelente............. no se arrepentir�n de ir",5,2018
"67","Cuenca","Parque Nacional Cajas","Intenten parar en la zonas tur�sticas, el lugar es m�gico! Cuidado con la altura... el punto mas alto es ""3cruces"" con 4600 metros sobre el nivel del mar y puede afectar r�pidamente",5,2017
"68","Cuenca","Parque Nacional Cajas","es el mejor panorama que puedes tener de los andes americanos , de ensue�o , su diversidad,su gente , su comida...es unico",5,2017
"69","Cuenca","Parque Nacional Cajas","Uno de los lugares atractivos de la ciudad de Cuenca es el Parque Nacional el Cajas, este Parque Nacional cuenta con aproximadamente con 178 lagunas las cuales son las mas conocidas, cabe indicar que estas lagunas est�n rodeadas de flora y fauna, un paisaje muy hermoso �",5,2017
"70","Cuenca","Parque Nacional Cajas","Si vas a Cuenca debes pasar por el parque nacional Cajas, este lugar tiene un paisaje hermoso, para llegar all� yo contrate un carro ac� les dejo el n�mero <U+202D>098-774-1421<U+202C> el se�or se llama Wilfredo, nos cobr� 60 d�lares por 3 personas, fue la mejor alternativa porque vas c�modo �",5,2017
"71","Cuenca","Parque Nacional Cajas","Fuimos a la laguna La Toreadora, Para llegar tomamos un taxi en Cuenca (u$s 15) Cuando llegamos nos ofrecieron hacer recorridos cortos o mas largos. Elegimos el mas corto, Nos dijeron que este era un recorrido alrededor de la laguna que duraba aproximadamente entre dos y tres �",5,2017
"72","Cuenca","Parque Nacional Cajas","Excelente alternativa para ir de paseo con la familia y visitar lagunas como Llaviucu y Toreadora. Se recomienda realizar los paseos temprano ya que los parques cierran a las 16:00. Ropa para el fr�o, gafas , l�quido, dulces y zapatos c�modos y de ser posible impermeables. �",5,2017
"73","Cuenca","Parque Nacional Cajas","Bellisimo el paisaje, el clima muy rico!!! Me encanto, volveria muchas veces mas. Ador� las vistas, la vegetacion, el clima todo todo Volveria muchas veces",5,2017
"74","Cuenca","Parque Nacional Cajas","Parque Natural hermoso pero hay que ir con ropa adecuada ya que es en la altura de los andes y hace frio",5,2017
"75","Cuenca","Parque Nacional Cajas","Muy lindo lugar. No se sabe lo lindo que es hasta conocerlo. Un paisaje espectacular. Es recomendable ir bien abrigado porque la temperatura durante el d�a puede bordear los 6-7 grados.",5,2017
"76","Cuenca","Parque Nacional Cajas","Es un lugar muy hermoso en cuanto lagunas y vistas, bueno para aquello que les guste el senderismo... el clima depende de la temporada pero es muy fri� por la altura a la que se encuentra... es f�cil acceder al parque asi como encontrar gu�a..",5,2016
"77","Cuenca","Parque Nacional Cajas","Me encanta visitar los lagos del Parque con mi esposa y mis hijas, donde podemos hacer lindas caminatas, dejando bellos recuerdos a mis hijas.",5,2017
"78","Cuenca","Parque Nacional Cajas","es un lugar muy lindo y que esta a 45 minutos de cuenca , del terminal puedes tomar el auto que va a camino a quito y es menos de 1 dolar el costo ,lo que si se debe tomar en cuenta , es que es un lugar un tanto frio , asi que ir bien abrigados y sin tantas �",5,2017
"79","Cuenca","Parque Nacional Cajas","Hermoso y m�gico lugar lleno de energ�a renovadora, flora y fauna �nica legado de la �ltima glaciaci�n.",5,2017
"80","Cuenca","Parque Nacional Cajas","Definitivamente un lugar para parar y conocer junto a la familia. Paisajes muy bonitos y hay miradores para los que no quieren caminar mucho y los que queremos explorar un poco m�s hay caminos.",5,2017
"81","Cuenca","Parque Nacional Cajas","Es un buen lugar para hacer senderismo o para pasar un momento de relax. Para las rutas de mayor dificultad es necesario el acompa�amiento de un gu�a.",5,2017
"82","Cuenca","Parque Nacional Cajas","Uno de los lugares mas hermosos del Ecuador, conjuga naturaleza, aventura, sorpresas, para los amantes del senderismo y de la magia de la naturaleza seguro ser� la mejor elecci�n.",5,2017
"83","Cuenca","Parque Nacional Cajas","Sus m�s de 4000 metros, hacen de esta aventura algo realmente diferente. Caminar lentamente para evitar las palpitaciones, sumado al aire puro y fr�o que se respira, muestra la importancia que tiene esta �rea para la vida. La visita por el santuario del cajas hacen el momento �",5,2017
"84","Cuenca","Parque Nacional Cajas","Hermoso lugar para poderlo recorrer horas y horas si te gusta la aventura y estas preparado fisicamente. Parque Nacional que vale la pena visitarlo",5,2017
"85","Cuenca","Parque Nacional Cajas","Lo vi de pasada, sin entretenerme mucho y lo cierto es que me encant�. Si tienes posibilidad de veh�culo, no dejes de visitarlo.",5,2016
"86","Cuenca","Parque Nacional Cajas","el Parque Nacional Cajas es muy bello, con sus precipicios y gran cantidad de cascadas ,y peque�as lagunas, sus colores de distintos verdes, viajar por momentos entre las nubes lo tornan mas emocionante . Es un lugar que hay que visitar por su belleza.solo que yo tuve mala �",5,2017
"87","Cuenca","Parque Nacional Cajas","Despu�s de la agridulce experiencia de Ba�os, que promete ser la puerta a la amazonia ecuatoriana y en realidad parece un parque tem�tico desnaturalizado; Cajas nos dio el desahogo y la sensaci�n de perderse en naturaleza pura que est�bamos buscando. Se puede llegar en bus desde �",5,2017
"88","Cuenca","Parque Nacional Cajas","Una amplia reserva natural. Tiene muchas lagunas y senderos por descubrir. Vegetaci�n de p�ramo, algunas aves y mam�feros. Paso obligado para quienes gusten de la naturaleza. Es mejor caminar un poco y llegar a alguna laguna alejada de la v�a , donde hay m�s calma y se aprecia �",5,2017
"89","Cuenca","Parque Nacional Cajas","Un lugar muy hermoso, sentir la vida en estado natural y la presencia del infinito da mucha paz y serenidad, lugar encantador, no deben perderse este paseo.",5,2017
"90","Cuenca","Parque Nacional Cajas","De los mejores lugares que tiene el Ecuador, sea con sol o sin, es simplemente maravilloso. Todo ecuatoriano debe pasar por el cajas una vez en su vida.",5,2017
"91","Cuenca","Parque Nacional Cajas","La pesca de trucha y que la preparen al instante no tiene comparaci�n!!! Hermosas vistas pero mucho fr�o, hay que ir abrigado y con guantes.",5,2017
"92","Cuenca","Parque Nacional Cajas","Recommiendo Polylepsis tours por un tour de Parque Nacional Cajas. He visto mucho aves y el guia tenia mucha experienza.",5,2017
"93","Cuenca","Parque Nacional Cajas","Un lugar relajante y de mucho fr�o... acogedor y tranquilo para pasar el d�a caminando Un lujo estar en nuestra hermoso paisaje!",5,2017
"94","Cuenca","Parque Nacional Cajas","Puedes disfrutar de paisajes �nicos en medio de lagunas , la atenci�n de los gu�as es excelente y te brindan informaci�n muy �til para disfrutar del parque nacional y sus atractivos, entre los que est�n caminatas y pesca de truchas. Ademas cerca de la caba�a de informaci�n �",5,2017
"95","Cuenca","Parque Nacional Cajas","Hermoso lugar a visitar y hermoso recorrido en el columpio, mucha acci�n para aquellos que les guste",5,2017
"96","Cuenca","Parque Nacional Cajas","Si te gusta los parques naturales, no puedes evadir esta visita. No olvides el impermeable por si... El paisaje es incre�ble, verde a montones fuentes de agua incre�bles y transparentes. Disfr�talo son los regalos de Dios en la creaci�n",5,2016
"97","Cuenca","Parque Nacional Cajas","Un paisaje hermoso lleno de espejos de agua cristalina, peque�as cascadas, riachuelos transparentes, llamas que se cruzan en el camino, una reserva limpia que ofrece al turista senderos de caminatas al pie de las lagunas. Si tienen la oportunidad jam�s la pierdan y visiten este �",5,2017
"98","Cuenca","Parque Nacional Cajas","Este lugqr es un lugar magico , se encuentra a 40 minutos de Cuenca Ecuador , son un grupo de 240 lagunas que son la fuente hidrica de la ciudad , se presta para muchas cosas , pesca deportiva , caminatas , escalar montanas , en fin muchas actividades outdoors , si visitan la �",5,2017
"99","Cuenca","Parque Nacional Cajas","Parque Nacional El Cajas, son 30 km desde Cuenca, hice una parada en la estaci�n al filo de la carretera, estuve una hora conociendo sobre la flora y fauna, tambi�n hay excursiones largas, paseo por las lagunas etc pero como iba de paso no las tom� pero estaba muy bonito el �",5,2016
"100","Cuenca","Parque Nacional Cajas","Muy bien conservado, recomiendo llevar ropa abrigada, buenos zapatos resistentes al agua si vas a caminar por los senderos y algo de calor�as y no olvida la c�mara de fotos.",5,2017
"101","Cuenca","Parque Nacional Cajas","Digo solo: fantastico sin palabras , a boca abierta. Pura naturaleza incontaminada nada mas . Ay que ir a verlo",5,2017
"102","Cuenca","Parque Nacional Cajas","Est�n fr�a como maravillosa la vista que se puede obtener en este lugar. Estuve en el la laguna toreadora, es una de tantas pero es un lugar magnifico, las formaciones monta�osas permiten ver porque este parque tiene este nombre. Es un lugar imperdible.",5,2017
"103","Cuenca","Parque Nacional Cajas","Parque Cajas es incre�ble sus vistas , la naturaleza , el bosque de �rbol de papeles es como estar en una historia del se�or de los anillos",5,2017
"104","Cuenca","Parque Nacional Cajas","un lugar m�gico para caminar, te conectaras con la naturaleza y el paisaje te dar� tranquilidad, es muy grande, puedes acampar y tiene mucho por conocer",5,2017
"105","Cuenca","Parque Nacional Cajas","Un parqueuy bien conservado y original , esta reserva de la naturaleza no hay que perderla nunca , y hay que visitarla obligada",5,2017
"106","Cuenca","Parque Nacional Cajas","El Cajas es un lugar natural donde te ser� posible estar en contacto con la naturaleza. Rodeado de monta�as de formas interesantes y de flora de p�ramo te resultar� muy agradable y tranquilizante caminar y recorrer el sitio. Eso si, procura llevar buenos abrigos y ropa para el �",5,2017
"107","Cuenca","Parque Nacional Cajas","Hermoso lugar, al que se puede visitar con frecuencia sin aburrirse. A pesar del frio, la belleza del lugar anima a continuar. Lagos, rios y fuentes de agua abundan en la region. Para los amantes de la naturaleza, es un lugar inolvidable a 1 y media de Cuenca, por una via �",5,2017
"108","Cuenca","Parque Nacional Cajas","lastimosamente fue corta la visita, excelente lugar para encontrarse a si mismo, el paisaje inspira paz y tranquilidad, los sonidos que aprecias te dan un toque de relajaci�n, sencillamente hermoso!! relativamente muy cercano a cuenca, llevar agua o hidratacion. y chaqueta ya �",5,2016
"109","Cuenca","Parque Nacional Cajas","Recorrer el Cajas es recorrer la naturaleza en su esencia. Es necesario que el inicio sea en la laguna La Toreadora para poder ilustrarse de la divisi�n del parque y sus diferentes lagunas que la componen. Esto es posible encontrarlo cerca adjunto al restaurante.",5,2017
"110","Cuenca","Parque Nacional Cajas","A casi 400 metros de altura, se tiene una vision muy hermosa de alguna lagunas, considerar llevar ropa muy abrigada ya que la temperatura puede estar entre los 7 y 12 grados centigrados",5,2017
"111","Cuenca","Parque Nacional Cajas","Es un lugar hermoso, en donde La Paz se mezcla con el ruido de los r�os, el viento y m�s a�n el hermoso espejo de cada agua cristalina de las bellas lagunas. Pareciera que estos lugares solo se ve�an en la imaginaci�n pero son reales y disfrutar ese tiempo con la familia �",5,2016
"112","Cuenca","Parque Nacional Cajas","Es un lugar bastante frio por lo que hay que ir bien abrigado. En sus alrededores se puede observar flora y fauna propia del austro ecuatoriano. Sus paisajes son increibles y darse un paseo en este parque es algo que necesariamente hay que hacer.",5,2017
"113","Cuenca","Parque Nacional Cajas","De muy f�cil acceso desde la ciudad de Cuenca, basta tomar cualquier bus que vaya a Guayaquil y te bajas en la puerta del parque, junto a la laguna toreadora. De ah� tienes muchas tipos y niveles de treckk. Subidos a la cumbre, el cual es uno de los m�s cansados, pero totalmente �",5,2017
"114","Cuenca","Parque Nacional Cajas","El parque ofrece varios tipos de caminatas dependiendo de tu estado f�sico. Yo hice la mas larga y alta, el camino verde. la se�alizaci�n es un poco dudosa a mitad del camino. La recomendaci�n principal es que vayan temprano, a la tarde se pone lluvioso y frio. Lleven agua y �",5,2017
"115","Cuenca","Parque Nacional Cajas","Visitamos el Parque Cajas, muy frio, pero acogedor. Comimos en Hermanos Prado. donde la comida es economica y fresca. Recomiendo llevar ropa comoda y abrigada. Lindo lugar para relajarse.",5,2017
"116","Cuenca","Parque Nacional Cajas","paramos en El Cajas viajando de Cuenca a Guayaquil. No estaba planeado, fue una visita espontanea. Ignorando el frio tremendo del p�ramo, el paisaje es simplemente maravilloso. Uno puede caminar hacia la laguna o comer viendo a la misma en el �nico restaurant del lugar. No es un �",5,2017
"117","Cuenca","Parque Nacional Cajas","El Cajas es paso obligado para llegar a Cuenca desde Guayaquil, por lo que con regular frecuencia circulo por esta v�a y siempre tengo la misma sensaci�n de paz y tranquilidad a pesar de ir conduciendo. El paisaje es incomparable, lagunas por todos lados, elevadas cumbres con �",5,2016
"118","Cuenca","Parque Nacional Cajas","Bello, acu�tico, fr�o. IR ABRIGADO! De verdad vale la pena, no quedarse en la entrada, adentrarse en el parque hasta que lleguen a las monta�as gigantescas con rocas, panoramas propios de pel�culas como Lord of the Rings, alucinante.",5,2017
"119","Cuenca","Parque Nacional Cajas","La lluvia literal nos aguo la visita pero es algo que vale la pena recorrer por completo... una reserva con casi 200 cuerpos de agua, un paisaje de p�ramo incomparable, bosques extraordinarios la ruta 1 incluye lugares imperdibles... tardar� un poco en conocer una buena parte de �",5,2017
